23507,1,Senior Project,2,No time set.   TBA,,2017-01-03 to 2017-03-10,Regular Academic Session,Sang, Fuh,Independent Study, Face-to-Face,
23565,0,Senior Project,2,No time set.   TBA,,2017-01-03 to 2017-03-10,Regular Academic Session,Pantic, Nicholas,Independent Study, Face-to-Face,
23312,1,Senior Project,2,No time set.   TBA,,2017-01-03 to 2017-03-10,Open University Session,Sun, Yu,Independent Study, Face-to-Face,
11720,16,Undergraduate Seminar,2,4:00 PM–5:50 PM   M,8 48,2017-01-03 to 2017-03-10,Regular Academic Session,Jayarathna, Ukwatta,Seminar, Face-to-Face,
11721,16,Undergraduate Seminar,2,1:00 PM–2:50 PM   Tu,8 48,2017-01-03 to 2017-03-10,Regular Academic Session,Tang, Fang,Seminar, Face-to-Face,
11723,16,Undergraduate Seminar,2,6:00 PM–7:50 PM   W,8 48,2017-01-03 to 2017-03-10,Regular Academic Session,Sun, Yu,Seminar, Face-to-Face,
14395,16,Undergraduate Seminar,2,7:00 PM–8:50 PM   Th,8 48,2017-01-03 to 2017-03-10,Regular Academic Session,Young, Gilbert,Seminar, Face-to-Face,
20720,16,Undergraduate Seminar,2,4:00 PM–5:50 PM   M,,2017-01-03 to 2017-03-10,Open University Session,Jayarathna, Ukwatta,Seminar, Face-to-Face,
20721,16,Undergraduate Seminar,2,1:00 PM–2:50 PM   Tu,,2017-01-03 to 2017-03-10,Open University Session,Tang, Fang,Seminar, Face-to-Face,
20723,16,Undergraduate Seminar,2,6:00 PM–7:50 PM   W,,2017-01-03 to 2017-03-10,Open University Session,Sun, Yu,Seminar, Face-to-Face,
23395,0,Undergraduate Seminar,2,7:00 PM–8:50 PM   Th,,2017-01-03 to 2017-03-10,Open University Session,Young, Gilbert,Seminar, Face-to-Face,
11726,35,Software Engineering,4,6:00 PM–7:50 PM   MW,8 52,2017-01-03 to 2017-03-10,Regular Academic Session,Zaidi, Hussain,Lecture, Face-to-Face,
11727,35,Software Engineering,4,7:00 PM–8:50 PM   TuTh,8 345,2017-01-03 to 2017-03-10,Regular Academic Session,Zaidi, Hussain,Lecture, Face-to-Face,
20726,35,Software Engineering,4,6:00 PM–7:50 PM   MW,,2017-01-03 to 2017-03-10,Open University Session,Zaidi, Hussain,Lecture, Face-to-Face,
20727,35,Software Engineering,4,7:00 PM–8:50 PM   TuTh,,2017-01-03 to 2017-03-10,Open University Session,Zaidi, Hussain,Lecture, Face-to-Face,
11729,34,Special Topics for Upper Division Students,4,2:00 PM–3:50 PM   MW,8 348,2017-01-03 to 2017-03-10,Regular Academic Session,Sun, Yu,Lecture, Face-to-Face,
20729,34,Special Topics for Upper Division Students,4,2:00 PM–3:50 PM   MW,,2017-01-03 to 2017-03-10,Open University Session,Sun, Yu,Lecture, Face-to-Face,
14128,30,Special Topics for Upper Division Students Honors,4,No time set.   TBA,,2017-01-03 to 2017-03-10,Regular Academic Session,Tang, Fang,Lecture, Face-to-Face,
23128,30,Special Topics for Upper Division Students Honors,4,No time set.   TBA,,2017-01-03 to 2017-03-10,Open University Session,Tang, Fang,Lecture, Face-to-Face,
11731,20,Robotics,4,3:00 PM–4:50 PM   TuTh,8 345,2017-01-03 to 2017-03-10,Regular Academic Session,Tang, Fang,Lecture, Face-to-Face,
20731,20,Robotics,4,3:00 PM–4:50 PM   TuTh,,2017-01-03 to 2017-03-10,Open University Session,Tang, Fang,Lecture, Face-to-Face,
11733,40,Advanced Computer Networks,4,5:00 PM–6:50 PM   TuTh,8 345,2017-01-03 to 2017-03-10,Regular Academic Session,Young, Gilbert,Lecture, Face-to-Face,
20733,40,Advanced Computer Networks,4,5:00 PM–6:50 PM   TuTh,,2017-01-03 to 2017-03-10,Open University Session,Young, Gilbert,Lecture, Face-to-Face,
11734,20,Advanced Software Engineering,4,4:00 PM–5:50 PM   MW,8 302,2017-01-03 to 2017-03-10,Regular Academic Session,Sun, Yu,Lecture, Face-to-Face,
20734,20,Advanced Software Engineering,4,4:00 PM–5:50 PM   MW,,2017-01-03 to 2017-03-10,Open University Session,Sun, Yu,Lecture, Face-to-Face,
11735,26,Special Topics for Graduate Students,4,6:00 PM–7:50 PM   MW,8 348,2017-01-03 to 2017-03-10,Regular Academic Session,Jayarathna, Ukwatta,Lecture, Face-to-Face,
20735,20,Special Topics for Graduate Students,4,6:00 PM–7:50 PM   MW,,2017-01-03 to 2017-03-10,Open University Session,Jayarathna, Ukwatta,Lecture, Face-to-Face,
11737,16,Graduate Seminar,2,2:00 PM–3:50 PM   W,8 48,2017-01-03 to 2017-03-10,Regular Academic Session,Chen, Tingting,Seminar, Face-to-Face,
14373,19,Graduate Seminar,2,7:00 PM–8:50 PM   Tu,8 48,2017-01-03 to 2017-03-10,Regular Academic Session,Young, Gilbert,Seminar, Face-to-Face,
20737,16,Graduate Seminar,2,2:00 PM–3:50 PM   W,,2017-01-03 to 2017-03-10,Open University Session,Chen, Tingting,Seminar, Face-to-Face,
23373,0,Graduate Seminar,2,7:00 PM–8:50 PM   Tu,,2017-01-03 to 2017-03-10,Open University Session,Young, Gilbert,Seminar, Face-to-Face,
14204,1,Directed Study,3,No time set.   TBA,,2017-01-03 to 2017-03-10,Regular Academic Session,Raheja, Amar,Supervision, Face-to-Face,
14470,1,Directed Study,3,No time set.   TBA,,2017-01-03 to 2017-03-10,Regular Academic Session,Young, Gilbert,Supervision, Face-to-Face,
14480,1,Directed Study,3,No time set.   TBA,,2017-01-03 to 2017-03-10,Regular Academic Session,Raheja, Amar,Supervision, Face-to-Face,
23551,1,Directed Study,1,No time set.   TBA,,2017-01-03 to 2017-03-10,Regular Academic Session,Raheja, Amar,Supervision, Face-to-Face,
